Booking_Num,Member_ID,Venue,Start_Time,End_Time,,,,
679,100084,Old Warehouse 5,27/6/2021 11:00,28/6/2021 2:00,,,,
680,100433,Old Warehouse 1,7/6/2021 5:00,7/6/2021 7:00,,,,
681,100079,Dance Studio 2,4/6/2021 12:00,5/6/2021 10:00,,,,
682,100442,Angsana Ballroom 325,5/6/2021 22:00,6/6/2021 8:00,,,,
683,100385,Tanyis Concert Hall,13/6/2021 21:00,14/6/2021 3:00,,,,
684,100175,Yedova Warehouse 106,3/6/2021 23:00,4/6/2021 11:00,,,,
685,100437,River Nitty Platform E,2/6/2021 14:00,3/6/2021 2:00,,,,
686,100315,Dance Studio 4,29/6/2021 14:00,29/6/2021 20:00,,,,
687,100229,Angsana Ballroom 313,8/6/2021 0:00,8/6/2021 2:00,,,,
688,100346,Old Pier,9/6/2021 1:00,9/6/2021 2:00,,,,
689,100238,Angsana Ballroom 315,30/6/2021 19:00,30/6/2021 19:00,,,,
690,100427,Angsana Ballroom 325,2/6/2021 5:00,2/6/2021 11:00,,,,
691,100004,Beach Site 5,6/6/2021 23:00,7/6/2021 22:00,,,,
692,100054,Dance Studio 3,8/6/2021 4:00,8/6/2021 8:00,,,,
693,100347,Beach Tent 8,4/6/2021 10:00,4/6/2021 13:00,,,,
694,100367,Yedova Warehouse 104,16/6/2021 4:00,16/6/2021 6:00,,,,
695,100437,Azalea Hall 303,27/6/2021 5:00,27/6/2021 16:00,,,,
696,100153,Oceanic Stadium,28/6/2021 16:00,28/6/2021 18:00,,,,
697,100368,Film Hall 5,11/6/2021 10:00,12/6/2021 1:00,,,,
698,100186,Angsana Ballroom 315,5/6/2021 17:00,6/6/2021 6:00,,,,
699,100218,Angsana Ballroom 322,9/6/2021 0:00,9/6/2021 7:00,,,,
700,100151,Yedova Warehouse 104,11/6/2021 13:00,11/6/2021 16:00,,,,
701,100078,Mithril Plaza,20/6/2021 9:00,20/6/2021 11:00,,,,
702,100247,Angsana Ballroom 320,16/6/2021 22:00,17/6/2021 2:00,,,,
703,100343,Old Pier,29/6/2021 1:00,29/6/2021 9:00,,,,
704,100043,Rose Ballroom 326,25/6/2021 13:00,26/6/2021 6:00,,,,
705,100161,Angsana Ballroom 312,24/6/2021 0:00,24/6/2021 0:00,,,,
706,100006,Old Warehouse 1,1/6/2021 0:00,1/6/2021 1:00,,,,
707,100283,Angsana Ballroom 310,27/6/2021 20:00,27/6/2021 23:00,,,,
708,100103,Beach Tent 1,10/6/2021 16:00,11/6/2021 2:00,,,,
709,100406,Angsana Ballroom 315,14/6/2021 8:00,14/6/2021 10:00,,,,
710,100340,Yedova Warehouse 106,14/6/2021 5:00,14/6/2021 16:00,,,,
711,100288,Yedova Warehouse 104,27/6/2021 14:00,28/6/2021 7:00,,,,
712,100470,Old Warehouse 5,30/6/2021 5:00,30/6/2021 8:00,,,,
713,100300,Beach Site 1,6/6/2021 13:00,6/6/2021 20:00,,,,
714,100274,River Nitty Platform G,14/6/2021 12:00,14/6/2021 18:00,,,,
715,100287,Beach Site 2,14/6/2021 7:00,14/6/2021 22:00,,,,
716,100350,Frangipani Hall 105,15/6/2021 16:00,16/6/2021 7:00,,,,
717,100461,Angsana Ballroom 320,18/6/2021 8:00,18/6/2021 12:00,,,,
718,100469,River Nitty Platform E,5/6/2021 14:00,5/6/2021 22:00,,,,
719,100365,Beach Site 6,12/6/2021 3:00,12/6/2021 9:00,,,,
720,100325,Yedova Warehouse 103,10/6/2021 12:00,10/6/2021 23:00,,,,
721,100181,Old Warehouse 5,23/6/2021 0:00,23/6/2021 20:00,,,,
722,100243,Old Warehouse 4,27/6/2021 15:00,28/6/2021 9:00,,,,
723,100443,Film Hall 6,9/6/2021 17:00,10/6/2021 8:00,,,,
724,100490,Yedova Warehouse 106,14/6/2021 4:00,14/6/2021 15:00,,,,
725,100287,Film Hall 5,2/6/2021 15:00,2/6/2021 16:00,,,,
726,100330,Yedova Warehouse 101,23/6/2021 13:00,23/6/2021 21:00,,,,
727,100025,Beach Site 1,17/6/2021 23:00,18/6/2021 7:00,,,,
728,100003,Film Hall 3,14/6/2021 9:00,15/6/2021 0:00,,,,
729,100438,Old Pier,12/6/2021 11:00,13/6/2021 6:00,,,,
730,100278,Angsana Ballroom 317,10/6/2021 12:00,11/6/2021 6:00,,,,
731,100394,Yedova Warehouse 103,24/6/2021 18:00,25/6/2021 10:00,,,,
732,100380,Mithril Plaza,11/6/2021 15:00,11/6/2021 19:00,,,,
733,100368,Angsana Ballroom 318,22/6/2021 8:00,22/6/2021 15:00,,,,
734,100314,River Nitty Platform E,27/6/2021 9:00,27/6/2021 16:00,,,,
735,100141,Angsana Ballroom 324,19/6/2021 16:00,19/6/2021 19:00,,,,
736,100497,Dance Studio 1,23/6/2021 15:00,24/6/2021 0:00,,,,
737,100489,Frangipani Hall 104,1/6/2021 22:00,2/6/2021 5:00,,,,
738,100472,Angsana Ballroom 311,26/6/2021 12:00,26/6/2021 15:00,,,,
739,100039,Beach Tent 3,20/6/2021 22:00,21/6/2021 14:00,,,,
740,100336,Old Warehouse 4,21/6/2021 7:00,21/6/2021 8:00,,,,
741,100376,Old Warehouse 5,11/6/2021 12:00,11/6/2021 16:00,,,,
742,100473,Film Hall 2,20/6/2021 7:00,21/6/2021 3:00,,,,
743,100151,Frangipani Hall 101,26/6/2021 20:00,27/6/2021 3:00,,,,
744,100411,Angsana Ballroom 317,28/6/2021 22:00,29/6/2021 10:00,,,,
745,100456,Hyacinth Street,24/6/2021 1:00,24/6/2021 21:00,,,,
746,100002,Frangipani Hall 102,9/6/2021 23:00,10/6/2021 20:00,,,,
747,100169,Stupendor Square,13/6/2021 17:00,13/6/2021 17:00,,,,
748,100366,Tanyis Concert Hall,18/6/2021 5:00,18/6/2021 23:00,,,,
749,100339,Angsana Ballroom 315,18/6/2021 18:00,19/6/2021 6:00,,,,
750,100458,Liaska Stadium,22/6/2021 19:00,23/6/2021 0:00,,,,
751,100216,Yedova Warehouse 102,17/6/2021 15:00,17/6/2021 23:00,,,,
752,100182,Magma Street,30/6/2021 9:00,1/7/2021 5:00,,,,
753,100336,Zhwmvhashjhiunl Mybdhar,19/6/2021 3:00,19/6/2021 12:00,,,,
754,100404,Dance Studio 3,12/6/2021 15:00,13/6/2021 0:00,,,,
755,100199,Old Warehouse 4,9/6/2021 6:00,9/6/2021 18:00,,,,
756,100234,Beach Tent 2,4/6/2021 11:00,4/6/2021 12:00,,,,
757,100448,Dance Studio 4,2/6/2021 0:00,2/6/2021 13:00,,,,
758,100322,Dance Studio 3,12/6/2021 6:00,12/6/2021 11:00,,,,
759,100230,Angsana Ballroom 313,21/6/2021 2:00,21/6/2021 19:00,,,,
760,100202,Angsana Ballroom 323,7/6/2021 2:00,7/6/2021 13:00,,,,
761,100460,Old Warehouse 1,16/6/2021 14:00,17/6/2021 12:00,,,,
762,100385,Frangipani Hall 106,23/6/2021 2:00,23/6/2021 8:00,,,,
763,100189,Angsana Ballroom 315,19/6/2021 0:00,19/6/2021 7:00,,,,
764,100376,Angsana Ballroom 311,21/6/2021 15:00,21/6/2021 21:00,,,,
765,100420,Beach Site 8,15/6/2021 8:00,16/6/2021 0:00,,,,
766,100356,Beach Tent 8,12/6/2021 12:00,12/6/2021 17:00,,,,
767,100307,Beach Site 2,2/6/2021 19:00,3/6/2021 2:00,,,,
768,100382,Azalea Hall 304,7/6/2021 22:00,8/6/2021 13:00,,,,
769,100072,Old Warehouse 1,21/6/2021 4:00,21/6/2021 4:00,,,,
770,100067,Angsana Ballroom 320,25/6/2021 12:00,25/6/2021 23:00,,,,
771,100132,Angsana Ballroom 322,27/6/2021 11:00,27/6/2021 23:00,,,,
772,100439,Beach Tent 9,27/6/2021 19:00,28/6/2021 10:00,,,,
773,100043,Azalea Hall 303,15/6/2021 18:00,15/6/2021 22:00,,,,
774,100472,Beach Site 1,14/6/2021 21:00,15/6/2021 18:00,,,,
775,100088,Frangipani Hall 108,14/6/2021 18:00,14/6/2021 22:00,,,,
776,100348,Beach Tent 6,20/6/2021 21:00,21/6/2021 11:00,,,,
777,100262,Film Hall 3,9/6/2021 3:00,10/6/2021 2:00,,,,
778,100471,Jerome Stadium,29/6/2021 21:00,30/6/2021 13:00,,,,
779,100306,Angsana Ballroom 312,7/6/2021 1:00,7/6/2021 9:00,,,,
780,100223,Stupendor Square,21/6/2021 9:00,22/6/2021 1:00,,,,
781,100104,Yedova Warehouse 101,17/6/2021 12:00,18/6/2021 0:00,,,,
782,100241,Angsana Ballroom 321,4/6/2021 10:00,4/6/2021 17:00,,,,
783,100460,Frangipani Hall 101,5/6/2021 0:00,5/6/2021 13:00,,,,
784,100015,Azalea Hall 305,6/6/2021 19:00,7/6/2021 10:00,,,,
785,100218,Angsana Ballroom 322,17/6/2021 18:00,18/6/2021 2:00,,,,
786,100234,Jerome Stadium,6/6/2021 6:00,6/6/2021 12:00,,,,
787,100060,Azalea Hall 308,22/6/2021 5:00,22/6/2021 6:00,,,,
788,100184,Frangipani Hall 109,12/6/2021 1:00,12/6/2021 22:00,,,,
789,100487,Galina Museum Arts Hall,4/6/2021 18:00,5/6/2021 3:00,,,,
790,100041,Rose Ballroom 326,18/6/2021 12:00,19/6/2021 9:00,,,,
791,100053,Stupendor Square,25/6/2021 16:00,26/6/2021 6:00,,,,
792,100150,Frangipani Hall 103,5/6/2021 4:00,5/6/2021 9:00,,,,
793,100382,Beach Tent 4,7/6/2021 21:00,8/6/2021 10:00,,,,
794,100125,Azalea Hall 301,13/6/2021 0:00,13/6/2021 7:00,,,,
795,100237,Frangipani Hall 106,3/6/2021 0:00,3/6/2021 5:00,,,,
796,100246,Mithril Plaza,25/6/2021 4:00,25/6/2021 10:00,,,,
797,100477,Rose Ballroom 326,10/6/2021 7:00,10/6/2021 8:00,,,,
798,100373,Tanyis Concert Hall,22/6/2021 10:00,22/6/2021 23:00,,,,
799,100084,Angsana Ballroom 316,27/6/2021 21:00,28/6/2021 17:00,,,,
800,100271,Dance Studio 6,11/6/2021 12:00,11/6/2021 16:00,,,,
801,100201,Beach Tent 6,2/6/2021 10:00,2/6/2021 13:00,,,,
802,100032,Beach Site 5,22/6/2021 14:00,23/6/2021 5:00,,,,
803,100371,Old Warehouse 6,25/6/2021 11:00,25/6/2021 18:00,,,,
804,100050,Beach Tent 8,25/6/2021 3:00,25/6/2021 5:00,,,,
805,100161,Frangipani Hall 106,8/6/2021 18:00,9/6/2021 6:00,,,,
806,100290,River Nitty Platform D,17/6/2021 19:00,18/6/2021 5:00,,,,
807,100404,Frangipani Hall 102,20/6/2021 2:00,20/6/2021 7:00,,,,
808,100224,Rose Ballroom 328,26/6/2021 0:00,26/6/2021 19:00,,,,
809,100033,Azalea Hall 302,17/6/2021 16:00,17/6/2021 16:00,,,,
810,100257,Azalea Hall 304,5/6/2021 3:00,5/6/2021 4:00,,,,
811,100415,Azalea Hall 302,17/6/2021 2:00,18/6/2021 0:00,,,,
812,100120,Dance Studio 1,12/6/2021 9:00,12/6/2021 20:00,,,,
813,100497,Beach Tent 7,5/6/2021 17:00,6/6/2021 11:00,,,,
814,100050,River Nitty Platform G,25/6/2021 13:00,26/6/2021 1:00,,,,
815,100429,Angsana Ballroom 322,6/6/2021 3:00,6/6/2021 9:00,,,,
816,100223,Beach Site 6,2/6/2021 4:00,2/6/2021 22:00,,,,
817,100333,Yedova Warehouse 102,24/6/2021 3:00,24/6/2021 19:00,,,,
818,100486,Rose Ballroom 329,6/6/2021 17:00,7/6/2021 1:00,,,,
819,100001,Dance Studio 4,29/6/2021 16:00,29/6/2021 20:00,,,,
820,100047,Film Hall 3,28/6/2021 18:00,29/6/2021 9:00,,,,
821,100055,Angsana Ballroom 316,10/6/2021 10:00,10/6/2021 10:00,,,,
822,100456,Old Warehouse 1,25/6/2021 12:00,25/6/2021 13:00,,,,
823,100160,Dance Studio 1,3/6/2021 19:00,4/6/2021 14:00,,,,
824,100422,Angsana Ballroom 318,7/6/2021 20:00,8/6/2021 10:00,,,,
825,100187,Angsana Ballroom 324,28/6/2021 7:00,28/6/2021 14:00,,,,
826,100178,River Nitty Platform F,24/6/2021 20:00,25/6/2021 5:00,,,,
827,100041,Azalea Hall 308,18/6/2021 7:00,18/6/2021 13:00,,,,
828,100254,Dance Studio 1,3/6/2021 13:00,3/6/2021 21:00,,,,
829,100375,Circuit Tyrannis,12/6/2021 11:00,12/6/2021 21:00,,,,
830,100404,Beach Site 2,27/6/2021 5:00,27/6/2021 20:00,,,,
831,100347,Azalea Hall 304,3/6/2021 17:00,4/6/2021 2:00,,,,
832,100131,Azalea Hall 303,15/6/2021 17:00,16/6/2021 13:00,,,,
833,100289,Angsana Ballroom 311,11/6/2021 9:00,11/6/2021 10:00,,,,
834,100467,River Nitty Platform A,23/6/2021 1:00,23/6/2021 9:00,,,,
835,100072,Angsana Ballroom 325,21/6/2021 13:00,22/6/2021 5:00,,,,
836,100067,Old Warehouse 5,22/6/2021 14:00,22/6/2021 20:00,,,,
837,100485,Beach Tent 9,4/6/2021 14:00,4/6/2021 18:00,,,,
838,100042,Beach Site 4,21/6/2021 20:00,21/6/2021 21:00,,,,
839,100291,Beach Site 5,20/6/2021 0:00,20/6/2021 9:00,,,,
840,100166,River Nitty Platform G,19/6/2021 16:00,20/6/2021 7:00,,,,
841,100389,Azalea Hall 305,6/6/2021 17:00,6/6/2021 21:00,,,,
842,100122,Azalea Hall 301,22/6/2021 9:00,23/6/2021 0:00,,,,
843,100247,River Nitty Platform B,29/6/2021 19:00,30/6/2021 16:00,,,,
844,100376,Beach Site 8,2/6/2021 10:00,3/6/2021 1:00,,,,
845,100400,Majin Horsetrack,6/6/2021 23:00,7/6/2021 15:00,,,,
846,100150,Frangipani Hall 102,15/6/2021 3:00,15/6/2021 10:00,,,,
847,100361,River Nitty Platform C,20/6/2021 10:00,21/6/2021 0:00,,,,
848,100190,Beach Tent 8,10/6/2021 17:00,11/6/2021 13:00,,,,
849,100281,Azalea Hall 301,7/6/2021 12:00,8/6/2021 9:00,,,,
850,100411,Angsana Ballroom 309,14/6/2021 21:00,14/6/2021 23:00,,,,
851,100440,Tanyis Concert Hall,24/6/2021 4:00,24/6/2021 21:00,,,,
852,100145,River Nitty Platform D,10/6/2021 6:00,10/6/2021 19:00,,,,
853,100355,Beach Site 7,13/6/2021 1:00,13/6/2021 14:00,,,,
854,100267,Frangipani Hall 106,13/6/2021 16:00,13/6/2021 22:00,,,,
855,100249,Azalea Hall 302,25/6/2021 1:00,25/6/2021 23:00,,,,
856,100373,Yedova Warehouse 104,20/6/2021 20:00,20/6/2021 23:00,,,,
857,100272,Angsana Ballroom 312,24/6/2021 15:00,25/6/2021 3:00,,,,
858,100091,Beach Tent 9,26/6/2021 20:00,27/6/2021 4:00,,,,
859,100061,Beach Site 7,29/6/2021 7:00,30/6/2021 1:00,,,,
860,100252,Beach Site 7,11/6/2021 13:00,12/6/2021 3:00,,,,
861,100430,Old Warehouse 3,11/6/2021 5:00,11/6/2021 19:00,,,,
862,100170,Angsana Ballroom 313,3/6/2021 0:00,3/6/2021 12:00,,,,
863,100185,Film Hall 1,12/6/2021 22:00,13/6/2021 11:00,,,,
864,100136,Beach Site 4,1/6/2021 21:00,2/6/2021 5:00,,,,
865,100102,Angsana Ballroom 320,6/6/2021 12:00,7/6/2021 4:00,,,,
866,100281,Yedova Warehouse 106,4/6/2021 1:00,4/6/2021 14:00,,,,
867,100219,Beach Tent 1,26/6/2021 16:00,27/6/2021 8:00,,,,
868,100487,River Nitty Platform B,16/6/2021 20:00,17/6/2021 1:00,,,,
869,100480,Frangipani Hall 104,19/6/2021 11:00,19/6/2021 16:00,,,,
870,100158,Frangipani Hall 106,11/6/2021 7:00,12/6/2021 2:00,,,,
871,100353,Dance Studio 3,30/6/2021 6:00,30/6/2021 15:00,,,,
872,100285,Beach Tent 7,9/6/2021 10:00,9/6/2021 20:00,,,,
873,100464,Angsana Ballroom 316,17/6/2021 4:00,17/6/2021 19:00,,,,
874,100086,River Nitty Platform C,10/6/2021 13:00,10/6/2021 15:00,,,,
875,100472,Angsana Ballroom 325,23/6/2021 9:00,23/6/2021 9:00,,,,
876,100246,Mithril Plaza,28/6/2021 9:00,29/6/2021 2:00,,,,
877,100061,Magma Street,12/6/2021 7:00,12/6/2021 16:00,,,,
878,100437,Dance Studio 4,10/6/2021 17:00,11/6/2021 3:00,,,,
879,100107,Orchid Theatre 330,29/6/2021 12:00,29/6/2021 13:00,,,,
880,100394,Film Hall 6,2/6/2021 7:00,2/6/2021 23:00,,,,
881,100116,Rose Ballroom 326,30/6/2021 19:00,1/7/2021 10:00,,,,
882,100289,River Nitty Platform F,13/6/2021 22:00,14/6/2021 3:00,,,,
883,100089,Film Hall 2,25/6/2021 7:00,26/6/2021 2:00,,,,
884,100324,Beach Site 6,14/6/2021 8:00,15/6/2021 5:00,,,,
885,100285,Dance Studio 3,19/6/2021 8:00,19/6/2021 21:00,,,,
886,100410,Film Hall 4,8/6/2021 8:00,8/6/2021 23:00,,,,
887,100489,River Nitty Platform E,18/6/2021 6:00,18/6/2021 8:00,,,,
888,100210,Azalea Hall 303,22/6/2021 7:00,22/6/2021 21:00,,,,
889,100229,Yedova Warehouse 101,27/6/2021 13:00,28/6/2021 11:00,,,,
890,100417,Angsana Ballroom 320,15/6/2021 15:00,16/6/2021 1:00,,,,
891,100063,Angsana Ballroom 312,25/6/2021 7:00,25/6/2021 16:00,,,,
892,100481,Frangipani Hall 106,15/6/2021 20:00,16/6/2021 17:00,,,,
893,100424,Azalea Hall 305,6/6/2021 0:00,6/6/2021 3:00,,,,
894,100243,Old Warehouse 2,22/6/2021 19:00,22/6/2021 22:00,,,,
895,100416,Angsana Ballroom 317,14/6/2021 0:00,14/6/2021 5:00,,,,
896,100190,Angsana Ballroom 309,7/6/2021 17:00,8/6/2021 16:00,,,,
897,100480,Stupendor Square,10/6/2021 17:00,11/6/2021 3:00,,,,
898,100321,Beach Site 4,3/6/2021 22:00,4/6/2021 18:00,,,,
899,100182,Beach Site 4,21/6/2021 16:00,22/6/2021 7:00,,,,
900,100130,Film Hall 6,29/6/2021 14:00,29/6/2021 16:00,,,,
901,100179,Dance Studio 5,24/6/2021 4:00,24/6/2021 20:00,,,,
902,100210,Angsana Ballroom 311,6/6/2021 16:00,6/6/2021 19:00,,,,
903,100159,Angsana Ballroom 316,26/6/2021 5:00,27/6/2021 3:00,,,,
904,100241,Stupendor Square,19/6/2021 0:00,19/6/2021 7:00,,,,
905,100269,Angsana Ballroom 313,21/6/2021 23:00,22/6/2021 0:00,,,,
906,100018,Blue Fountain,1/6/2021 11:00,2/6/2021 4:00,,,,
907,100444,Mithril Plaza,30/6/2021 15:00,30/6/2021 23:00,,,,
908,100363,Angsana Ballroom 322,1/6/2021 10:00,1/6/2021 13:00,,,,
909,100094,Film Hall 2,20/6/2021 20:00,21/6/2021 4:00,,,,
910,100440,Film Hall 4,18/6/2021 8:00,18/6/2021 9:00,,,,
911,100493,Circuit Tyrannis,16/6/2021 16:00,17/6/2021 3:00,,,,
912,100335,Old Warehouse 4,21/6/2021 21:00,22/6/2021 11:00,,,,
913,100020,Beach Tent 2,19/6/2021 19:00,20/6/2021 4:00,,,,
914,100204,Rose Ballroom 328,24/6/2021 4:00,24/6/2021 18:00,,,,
915,100404,Yedova Warehouse 104,30/6/2021 6:00,1/7/2021 0:00,,,,
916,100322,Beach Site 6,18/6/2021 15:00,19/6/2021 5:00,,,,
917,100023,Azalea Hall 306,4/6/2021 17:00,5/6/2021 10:00,,,,
918,100401,Azalea Hall 307,18/6/2021 14:00,18/6/2021 22:00,,,,
919,100121,Hyacinth Street,29/6/2021 20:00,30/6/2021 7:00,,,,
920,100486,Angsana Ballroom 313,9/6/2021 0:00,9/6/2021 14:00,,,,
921,100100,Angsana Ballroom 312,18/6/2021 12:00,18/6/2021 15:00,,,,
922,100446,River Nitty Platform A,23/6/2021 22:00,24/6/2021 0:00,,,,
923,100427,Beach Tent 8,13/6/2021 20:00,14/6/2021 1:00,,,,
924,100164,Dance Studio 1,28/6/2021 14:00,28/6/2021 19:00,,,,
925,100399,Frangipani Hall 107,3/6/2021 13:00,4/6/2021 2:00,,,,
926,100321,Beach Tent 1,13/6/2021 0:00,13/6/2021 18:00,,,,
927,100463,Old Warehouse 6,28/6/2021 19:00,28/6/2021 20:00,,,,
928,100002,Old Warehouse 4,29/6/2021 21:00,29/6/2021 22:00,,,,
929,100478,Orchid Theatre 330,8/6/2021 10:00,8/6/2021 13:00,,,,
930,100318,Angsana Ballroom 319,11/6/2021 1:00,11/6/2021 14:00,,,,
931,100325,Azalea Hall 302,2/6/2021 11:00,2/6/2021 15:00,,,,
932,100044,Frangipani Hall 103,1/6/2021 11:00,1/6/2021 22:00,,,,
933,100330,Frangipani Hall 105,7/6/2021 15:00,8/6/2021 3:00,,,,
934,100212,Magma Street,6/6/2021 1:00,6/6/2021 2:00,,,,
935,100234,Old Warehouse 2,18/6/2021 15:00,19/6/2021 0:00,,,,
936,100488,Frangipani Hall 104,28/6/2021 7:00,28/6/2021 17:00,,,,
937,100411,Beach Tent 5,28/6/2021 23:00,29/6/2021 2:00,,,,
938,100283,Azalea Hall 304,14/6/2021 7:00,14/6/2021 10:00,,,,
939,100024,Yedova Warehouse 102,10/6/2021 14:00,10/6/2021 20:00,,,,
940,100104,Film Hall 6,19/6/2021 9:00,19/6/2021 22:00,,,,
941,100195,Beach Site 5,2/6/2021 23:00,3/6/2021 14:00,,,,
942,100482,Mithril Plaza,13/6/2021 2:00,13/6/2021 20:00,,,,
943,100016,Film Hall 6,24/6/2021 5:00,24/6/2021 12:00,,,,
944,100456,Beach Tent 5,18/6/2021 0:00,18/6/2021 22:00,,,,
945,100215,Yedova Warehouse 104,27/6/2021 7:00,28/6/2021 6:00,,,,
946,100455,River Nitty Platform E,28/6/2021 23:00,29/6/2021 14:00,,,,
947,100396,Frangipani Hall 108,10/6/2021 0:00,10/6/2021 6:00,,,,
948,100075,Beach Tent 6,11/6/2021 8:00,11/6/2021 21:00,,,,
949,100255,Beach Site 4,8/6/2021 20:00,9/6/2021 2:00,,,,
950,100300,River Nitty Platform F,18/6/2021 2:00,18/6/2021 17:00,,,,
951,100136,Azalea Hall 302,24/6/2021 21:00,24/6/2021 23:00,,,,
952,100495,Angsana Ballroom 317,2/6/2021 4:00,2/6/2021 22:00,,,,
953,100475,Hyacinth Street,9/6/2021 12:00,9/6/2021 12:00,,,,
954,100470,Azalea Hall 304,25/6/2021 9:00,25/6/2021 10:00,,,,
955,100347,Yedova Warehouse 102,14/6/2021 3:00,14/6/2021 18:00,,,,
956,100019,Jerome Stadium,11/6/2021 0:00,11/6/2021 1:00,,,,
957,100360,Dance Studio 3,7/6/2021 5:00,7/6/2021 9:00,,,,
958,100430,Frangipani Hall 101,14/6/2021 1:00,14/6/2021 16:00,,,,
959,100487,Old Warehouse 1,19/6/2021 10:00,19/6/2021 19:00,,,,
960,100184,Angsana Ballroom 311,2/6/2021 5:00,2/6/2021 20:00,,,,
961,100239,Angsana Ballroom 312,15/6/2021 23:00,15/6/2021 23:00,,,,
962,100014,Frangipani Hall 107,30/6/2021 13:00,30/6/2021 13:00,,,,
963,100247,Frangipani Hall 109,11/6/2021 14:00,12/6/2021 8:00,,,,
964,100403,Magma Street,22/6/2021 14:00,22/6/2021 23:00,,,,
965,100038,Old Warehouse 2,7/6/2021 7:00,7/6/2021 9:00,,,,
966,100054,Frangipani Hall 108,25/6/2021 7:00,25/6/2021 19:00,,,,
967,100466,Zhwmvhashjhiunl Mybdhar,25/6/2021 19:00,26/6/2021 7:00,,,,
968,100291,Beach Tent 9,1/6/2021 5:00,1/6/2021 8:00,,,,
969,100124,Old Pier,12/6/2021 7:00,12/6/2021 7:00,,,,
970,100436,Oceanic Stadium,2/6/2021 16:00,2/6/2021 17:00,,,,
971,100076,Dance Studio 1,20/6/2021 20:00,21/6/2021 7:00,,,,
972,100011,Frangipani Hall 103,11/6/2021 6:00,11/6/2021 17:00,,,,
973,100461,Dance Studio 5,14/6/2021 5:00,14/6/2021 5:00,,,,
974,100314,River Nitty Platform G,13/6/2021 7:00,13/6/2021 9:00,,,,
975,100424,Dance Studio 3,14/6/2021 18:00,14/6/2021 19:00,,,,
976,100330,Angsana Ballroom 313,28/6/2021 3:00,28/6/2021 23:00,,,,
977,100032,Azalea Hall 306,15/6/2021 13:00,16/6/2021 7:00,,,,
978,100373,Beach Site 4,21/6/2021 22:00,22/6/2021 8:00,,,,
979,100016,Yedova Warehouse 103,30/6/2021 2:00,30/6/2021 15:00,,,,
980,100421,Old Warehouse 5,8/6/2021 18:00,8/6/2021 21:00,,,,
981,100385,River Nitty Platform G,24/6/2021 23:00,25/6/2021 5:00,,,,
982,100389,River Nitty Platform E,9/6/2021 20:00,10/6/2021 8:00,,,,
983,100486,Old Warehouse 5,15/6/2021 0:00,15/6/2021 11:00,,,,
984,100395,Blue Fountain,17/6/2021 17:00,18/6/2021 11:00,,,,
985,100368,Majin Horsetrack,6/6/2021 16:00,6/6/2021 21:00,,,,
986,100262,Beach Site 7,10/6/2021 0:00,10/6/2021 4:00,,,,
987,100181,Beach Tent 9,29/6/2021 10:00,29/6/2021 12:00,,,,
988,100417,Azalea Hall 308,13/6/2021 21:00,14/6/2021 11:00,,,,
989,100302,Angsana Ballroom 322,3/6/2021 6:00,3/6/2021 8:00,,,,
990,100375,Old Warehouse 3,22/6/2021 0:00,22/6/2021 4:00,,,,
991,100462,Angsana Ballroom 321,21/6/2021 5:00,21/6/2021 22:00,,,,
992,100381,Angsana Ballroom 309,20/6/2021 2:00,20/6/2021 12:00,,,,
993,100370,Azalea Hall 301,24/6/2021 20:00,25/6/2021 14:00,,,,
994,100369,Frangipani Hall 102,23/6/2021 12:00,23/6/2021 13:00,,,,
995,100488,Angsana Ballroom 313,17/6/2021 13:00,18/6/2021 12:00,,,,
996,100487,Dance Studio 6,13/6/2021 19:00,14/6/2021 3:00,,,,
997,100361,Frangipani Hall 103,28/6/2021 2:00,28/6/2021 12:00,,,,
998,100051,Yedova Warehouse 105,9/6/2021 15:00,10/6/2021 4:00,,,,
999,100251,Galina Museum Arts Hall,9/6/2021 8:00,10/6/2021 0:00,,,,
1000,100217,Beach Tent 9,21/6/2021 22:00,22/6/2021 14:00,,,,
1001,100007,Beach Tent 2,30/6/2021 3:00,30/6/2021 13:00,,,,
1002,100167,Beach Site 1,4/6/2021 20:00,4/6/2021 23:00,,,,
1003,100148,River Nitty Stadium,5/6/2021 8:00,6/6/2021 4:00,,,,
1004,100073,Beach Site 1,23/6/2021 23:00,24/6/2021 0:00,,,,
1005,100301,Azalea Hall 303,2/6/2021 8:00,2/6/2021 17:00,,,,
1006,100229,Angsana Ballroom 319,6/6/2021 14:00,7/6/2021 1:00,,,,
1007,100090,River Nitty Platform B,26/6/2021 18:00,27/6/2021 6:00,,,,
1008,100498,Mithril Plaza,7/6/2021 17:00,8/6/2021 1:00,,,,
1009,100118,River Nitty Platform F,23/6/2021 3:00,23/6/2021 9:00,,,,
1010,100124,Old Warehouse 2,17/6/2021 14:00,18/6/2021 2:00,,,,
1011,100205,Dance Studio 3,29/6/2021 4:00,29/6/2021 6:00,,,,
1012,100480,Beach Tent 5,9/6/2021 11:00,10/6/2021 2:00,,,,
1013,100231,Orchid Theatre 330,8/6/2021 23:00,9/6/2021 4:00,,,,
1014,100001,Yedova Warehouse 103,27/6/2021 20:00,27/6/2021 20:00,,,,
1015,100382,Old Warehouse 6,3/6/2021 7:00,3/6/2021 13:00,,,,
1016,100214,Frangipani Hall 109,21/6/2021 7:00,21/6/2021 19:00,,,,
1017,100331,Azalea Hall 303,14/6/2021 2:00,14/6/2021 18:00,,,,
